event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
evt_a7ca5328cd17,invoice.created,cus_af7d06fe,inv_0c76e37d,2026-05-02T03:37:04.824469Z,3670.24,idk_3c123dd8,normal
evt_8d9c2ccc37f1,compliance.submitted,cus_bbf5e3c6,inv_d7e54c06,2026-05-02T03:37:04.841113Z,3187.65,idk_c58560a3,low
evt_9de117812234,compliance.submitted,cus_84b1ac3f,inv_9317fa83,2026-05-02T03:37:04.871969Z,584.63,idk_fd381fc6,normal
evt_f7e239a33132,invoice.rejected,cus_1a031d1b,inv_41e7ff44,2026-05-02T03:37:04.892235Z,2546.59,idk_b7a52a0d,normal
evt_62c30ba4761e,compliance.failed,cus_a10fb4ab,inv_4df5c99e,2026-05-02T03:37:04.909335Z,1841.26,idk_3fd88209,low
evt_761911a44ffe,invoice.rejected,cus_7e7dd8d8,,2026-05-02T03:37:04.925364Z,3436.48,idk_d9526011,normal
evt_48b5a2631f94,invoice.rejected,cus_47fddada,inv_4696f6fc,2026-05-02T03:37:04.941073Z,431.24,idk_9bc1e670,low
evt_19eb079421a6,invoice.created,cus_97373b5e,inv_a5b55e45,2026-05-02T03:37:04.949720Z,2768.62,idk_e6349632,low
evt_b64c17a35fb5,compliance.failed,cus_9c19208b,inv_e40119fc,2026-05-02T03:37:04.966439Z,1667.3,idk_8adebc14,normal
evt_1931b435b381,invoice.validated,cus_f44f1851,inv_5f5b1ef4,2026-05-02T04:37:04.791413Z,2243.88,idk_578b76d6,high
evt_192af77e6bda,compliance.failed,cus_261230c2,inv_5522c389,2026-05-02T04:37:04.795840Z,641.82,idk_35e2cf6a,normal
evt_83f61fd9dc10,compliance.failed,cus_11dbfc3f,inv_ad92c10d,2026-05-02T04:37:04.806994Z,3173.86,idk_754da4dd,low
evt_9fc91829f336,compliance.failed,cus_9c19208b,inv_65a7f759,2026-05-02T04:37:04.810729Z,2462.1,idk_3858ebe3,low
evt_e447b9a4242f,invoice.paid,cus_c7c2be0c,,2026-05-02T04:37:04.814944Z,2083.29,idk_ea95706d,normal
evt_bd39da86022e,compliance.failed,cus_89a7cb68,,2026-05-02T04:37:04.900573Z,4147.49,idk_c3911eab,high
evt_9db8536f10cd,invoice.validated,cus_b2280d89,,2026-05-02T04:37:04.962453Z,3604.02,idk_400478fc,normal
evt_888f7e4a52e7,invoice.created,cus_e44e1d65,inv_d12f7ceb,2026-05-02T04:37:04.965383Z,1869.4,idk_dc3d65fd,normal
evt_9028db9d9760,compliance.submitted,cus_1ff3563e,,2026-05-02T04:37:04.980957Z,492.77,idk_8479057b,high
evt_14865cd578e2,invoice.rejected,cus_1ff3563e,,2026-05-02T04:37:04.991263Z,4627.47,idk_395c5ac1,normal
evt_6f253cb3b88c,compliance.submitted,cus_84b1ac3f,inv_3a0728f7,2026-05-02T04:37:05.008681Z,1266.37,idk_672d9594,high
evt_3569c247e60b,invoice.rejected,cus_24f1af9e,inv_907e2a87,2026-05-02T04:37:05.016364Z,2561.7,idk_cea1b2f7,high
evt_43e85a81ab6c,invoice.created,cus_4e70c904,inv_33bcc4c6,2026-05-02T05:37:04.785257Z,3529.93,idk_12503cb3,normal
evt_e42661ea6461,invoice.rejected,cus_9c19208b,,2026-05-02T05:37:04.786319Z,3415.89,idk_7dbc4b23,high
evt_769238106ce0,invoice.created,cus_89eec4bd,inv_ba6ef419,2026-05-02T05:37:04.786669Z,4456.22,idk_259428ec,high
evt_97e47fd4b0ae,invoice.paid,cus_226e5df8,inv_96ebc349,2026-05-02T05:37:04.843001Z,1582.49,idk_12a121d0,high
evt_b1ff0bdc8190,compliance.failed,cus_ad61fe25,,2026-05-02T05:37:04.875009Z,4779.7,idk_4dd14617,high
evt_58ccf0db96b1,compliance.submitted,cus_11dbfc3f,,2026-05-02T05:37:04.898238Z,2146.6,idk_e7fbf29a,normal
evt_b7b7d28bbcca,invoice.validated,cus_18dd0330,,2026-05-02T05:37:04.914887Z,3587.97,idk_9692e0c7,low
evt_0ddbe891e2f5,invoice.validated,cus_ad61fe25,inv_8736102e,2026-05-02T05:37:04.916266Z,2108.5,idk_d6e0791b,normal
evt_dc9eedc0e740,invoice.validated,cus_2361fdf8,,2026-05-02T05:37:04.928822Z,1751.34,idk_d32420a1,low
evt_2899d7b51096,invoice.rejected,cus_6946509d,inv_9b17f7aa,2026-05-02T05:37:04.934390Z,1953.25,idk_889b24ef,normal
evt_574eb4bac989,invoice.created,cus_deb17d12,inv_2ed60942,2026-05-02T05:37:04.947892Z,2668.47,idk_7e5d2c8e,normal
evt_2431b255eb09,invoice.created,cus_4fc5acc5,,2026-05-02T05:37:04.964063Z,3846.75,idk_c4cc9150,normal
evt_4a6c696bed95,invoice.validated,cus_226e5df8,,2026-05-02T05:37:05.015336Z,3645.19,idk_e63410c7,low
evt_acdcbcea1313,compliance.failed,cus_6de90fa4,inv_e3107a41,2026-05-02T06:37:04.801179Z,1986.61,idk_100ad902,high
evt_4d6f09384b94,compliance.submitted,cus_02ced190,,2026-05-02T06:37:04.838648Z,1349.0,idk_a67cbaf1,high
evt_8b681c9fb5ad,compliance.failed,cus_d3fe2b6b,inv_f530e222,2026-05-02T06:37:04.856426Z,4019.78,idk_a060d2ce,high
evt_5ca4d8011382,compliance.failed,cus_3167e9e6,,2026-05-02T06:37:04.862381Z,3016.28,idk_5a3a444e,high
evt_d4b414839e81,compliance.submitted,cus_c8d4182e,inv_36adcb1f,2026-05-02T06:37:04.867295Z,1336.41,idk_958f2234,high
evt_6a9e6e7531dd,invoice.rejected,cus_1b3e0074,inv_b6e1c5b5,2026-05-02T06:37:04.890148Z,273.05,idk_c96a1e83,low
evt_514546b8dba8,invoice.validated,cus_5b3410f0,inv_20af8b30,2026-05-02T06:37:04.922528Z,1186.15,idk_98884734,high
evt_3c2434e69f32,compliance.submitted,cus_e44e1d65,inv_018abeb7,2026-05-02T06:37:04.933426Z,3791.83,idk_0d6ede75,high
evt_794771701646,compliance.submitted,cus_d8231f83,,2026-05-02T06:37:04.954234Z,3729.15,idk_af037a2b,low
evt_b35f39d4205f,invoice.created,cus_4ebeb3a4,inv_19097bcf,2026-05-02T06:37:04.969335Z,55.79,idk_5f698b33,high
evt_17b9c350fa75,invoice.validated,cus_c8d4182e,inv_0807080c,2026-05-02T06:37:04.976868Z,4959.24,idk_d61a8337,normal
evt_7a546e3d0d09,invoice.paid,cus_43132853,inv_056c15cd,2026-05-02T06:37:04.977253Z,3974.73,idk_1fb65a5a,high
evt_ac5512eb7ee3,invoice.created,cus_4f7d6cfe,inv_9bc6b4f3,2026-05-02T06:37:05.000470Z,3359.16,idk_f4c0cd8d,high
evt_dc41621acd7f,invoice.created,cus_abaa5612,inv_ab4052a6,2026-05-02T07:37:04.789922Z,4108.47,idk_ee7db33e,low
evt_4f2b76ec4b82,invoice.validated,cus_1b3e0074,,2026-05-02T07:37:04.790727Z,2278.39,idk_f594d27a,normal
evt_c7bb8f0604ed,compliance.submitted,cus_226e5df8,,2026-05-02T07:37:04.808508Z,4533.77,idk_473a062e,normal
evt_1038fc27a0d5,invoice.validated,cus_ba38df4d,inv_88958038,2026-05-02T07:37:04.824760Z,2322.54,idk_77df61c8,normal
evt_9c51f3b51702,compliance.submitted,cus_d4060238,inv_befa79af,2026-05-02T07:37:04.862590Z,206.52,idk_b9673389,high
evt_fc1ed41509e6,invoice.created,cus_ff7cd56f,inv_0da4a1a8,2026-05-02T07:37:04.869751Z,314.2,idk_ca8d07f6,low
evt_9193657ee3de,invoice.rejected,cus_d5d2b1d5,,2026-05-02T07:37:04.872978Z,25.01,idk_11fe5b59,high
evt_837837681721,compliance.submitted,cus_cfedd7dc,,2026-05-02T07:37:04.901118Z,2518.79,idk_5493b0a5,low
evt_9dae9777dbf1,compliance.submitted,cus_3f6d5d76,inv_748a6d58,2026-05-02T07:37:04.906581Z,3922.69,idk_2de1c298,high
evt_df0fe2128197,invoice.created,cus_780fd030,inv_f331f1ff,2026-05-02T07:37:04.918040Z,179.42,idk_cecd257d,high
evt_1878e25e0929,compliance.submitted,cus_24f1af9e,,2026-05-02T07:37:04.937542Z,1626.37,idk_ff5dbead,high
evt_293f81a9d695,invoice.created,cus_5bab8560,,2026-05-02T07:37:04.951951Z,3267.73,idk_fb402d09,low
evt_70cf9f34a0cf,invoice.validated,cus_8221c5dc,,2026-05-02T07:37:04.986847Z,3955.23,idk_9657927e,high
evt_48e41710b7bd,invoice.created,cus_f47ee72e,inv_0ba0cac4,2026-05-02T07:37:04.990617Z,4751.04,idk_a22d249f,low
evt_75c7b1aba8aa,compliance.submitted,cus_e44e1d65,inv_2406b4e1,2026-05-02T08:37:04.804871Z,2279.3,idk_2f55e1c9,normal
evt_99c63b35d70a,invoice.created,cus_bbf5e3c6,,2026-05-02T08:37:04.832544Z,3129.87,idk_d486a3fd,normal
evt_03718292a17f,compliance.submitted,cus_4ebeb3a4,,2026-05-02T08:37:04.941957Z,3539.69,idk_25729591,low
evt_72a57b638f14,invoice.paid,cus_af7d06fe,inv_5b978e70,2026-05-02T08:37:04.954197Z,1260.67,idk_b1b1db09,normal
evt_9a3234598c59,invoice.created,cus_471e9d57,inv_ee81223e,2026-05-02T08:37:04.958102Z,472.86,idk_118e43d7,low
evt_682b001914a9,invoice.validated,cus_d5d2b1d5,inv_d509c615,2026-05-02T08:37:04.958478Z,4859.08,idk_a82543a1,high
evt_16b78a7ae33a,compliance.submitted,cus_acd5ca57,inv_424ade50,2026-05-02T08:37:04.970461Z,2200.68,idk_ebf70c8a,low
evt_a4bfb495f95e,invoice.validated,cus_3e1743b5,inv_f528e2f9,2026-05-02T08:37:04.971587Z,730.69,idk_88498462,normal
evt_397a616dbba6,compliance.submitted,cus_6d404541,,2026-05-02T08:37:04.986128Z,1494.93,idk_ee1b7221,normal
evt_0f03c333e2b9,invoice.validated,cus_471e9d57,inv_1f79f12c,2026-05-02T08:37:04.996901Z,2267.43,idk_c2f5e167,high
evt_56d24b9f0328,compliance.failed,cus_4e70c904,,2026-05-02T08:37:05.004172Z,4698.28,idk_c8a0402c,high
evt_37eed9429673,invoice.rejected,cus_c8d4182e,inv_6494f573,2026-05-02T09:37:04.806054Z,2635.62,idk_ba1d9161,high
evt_dbc07cd74986,invoice.paid,cus_fe077f3c,inv_83939409,2026-05-02T09:37:04.807268Z,4550.44,idk_0f3aaf72,normal
evt_4c8c2d63c5c9,invoice.validated,cus_89a7cb68,inv_5aa8bab1,2026-05-02T09:37:04.825171Z,3628.11,idk_ed9a70aa,normal
evt_863ec5b18ead,invoice.created,cus_e478c79c,inv_0d361b3c,2026-05-02T09:37:04.836080Z,2593.59,idk_b7446843,normal
evt_166edc74f225,compliance.submitted,cus_02ced190,,2026-05-02T09:37:04.859736Z,34.49,idk_76ccd80c,normal
evt_e0c6453f2128,compliance.submitted,cus_57ae260e,inv_8fb8a3b2,2026-05-02T09:37:04.861173Z,3869.27,idk_2db30818,high
evt_3070c422b0f5,invoice.created,cus_02ced190,inv_db667c25,2026-05-02T09:37:04.864853Z,1052.56,idk_c8168b3f,normal
evt_ccbdfb8786ff,compliance.failed,cus_d8bd1af4,,2026-05-02T09:37:04.891765Z,1784.44,idk_c1022757,low
evt_84908ae29240,invoice.paid,cus_b399d6ea,,2026-05-02T09:37:04.907438Z,1611.99,idk_84539626,low
evt_38d3cc61122d,invoice.paid,cus_6d404541,inv_c0f09c19,2026-05-02T09:37:04.919214Z,2011.27,idk_4330e268,low
evt_273278e9fcbd,invoice.paid,cus_57ae260e,,2026-05-02T09:37:04.926033Z,2563.64,idk_e69ce340,high
evt_7ab437c9e745,compliance.submitted,cus_04fa30e3,inv_e5e9e155,2026-05-02T09:37:04.984483Z,76.45,idk_a21ca1ec,high
evt_a545707328c8,invoice.rejected,cus_05b86f88,,2026-05-02T09:37:04.991918Z,191.15,idk_41fc29d1,high
evt_8cb44339a087,invoice.created,cus_d24900e9,,2026-05-02T10:37:04.799901Z,1967.0,idk_084ff992,normal
evt_d6ca0d395aee,invoice.created,cus_acd5ca57,,2026-05-02T10:37:04.808624Z,4443.13,idk_e43e6bde,normal
evt_c15c6c838d81,compliance.submitted,cus_6f8b678c,,2026-05-02T10:37:04.809523Z,1108.01,idk_408502d1,high
evt_337511483399,compliance.submitted,cus_ba38df4d,inv_bb7ba6c6,2026-05-02T10:37:04.810276Z,3387.36,idk_b8f0526c,normal
evt_d3cb28b487d1,invoice.created,cus_d8231f83,inv_0e8ff0b6,2026-05-02T10:37:04.829709Z,4272.98,idk_c62a81d1,high
evt_1a28ed11cf04,invoice.created,cus_f47ee72e,inv_de387701,2026-05-02T10:37:04.850956Z,1686.77,idk_bd234072,normal
evt_8fce45f39a00,invoice.rejected,cus_e477ddc1,inv_09683893,2026-05-02T10:37:04.854038Z,3258.53,idk_d8e9d3aa,low
evt_3049ead22c88,compliance.failed,cus_674ef98f,inv_ddf2c587,2026-05-02T10:37:04.872091Z,2948.97,idk_274554c3,high
evt_682a3ce46b85,invoice.paid,cus_471e9d57,,2026-05-02T10:37:04.896151Z,2446.69,idk_142aa131,high
evt_81a737f89879,invoice.created,cus_fe077f3c,,2026-05-02T10:37:04.899144Z,4668.28,idk_3b5a21f4,low
evt_b7bd8fa66765,invoice.rejected,cus_946f7608,,2026-05-02T10:37:04.920253Z,2802.37,idk_f95b90b2,low
evt_53e521bd2b3f,compliance.submitted,cus_61126bec,,2026-05-02T10:37:04.927745Z,2227.29,idk_ce044b1c,high
evt_f6c210ceffc7,invoice.rejected,cus_05112f1a,inv_56dff600,2026-05-02T10:37:04.958498Z,303.92,idk_c1c4dcb7,low
evt_4217ad4f61d9,compliance.submitted,cus_8a7da285,inv_dd467928,2026-05-02T10:37:04.970232Z,2435.63,idk_f0e2bdf6,low
evt_7b4402264055,invoice.rejected,cus_1a031d1b,inv_46c21dee,2026-05-02T10:37:04.987140Z,459.92,idk_8f14fcbd,high
evt_7eb83a7ff6b8,invoice.rejected,cus_97373b5e,,2026-05-02T10:37:04.988952Z,2617.36,idk_882dbb20,normal
evt_b205f078b30b,compliance.submitted,cus_c2f3b601,inv_9c246546,2026-05-02T10:37:04.991024Z,2655.12,idk_fc38c903,normal
evt_c659a372d2f8,compliance.failed,cus_701d4c45,inv_9742cae7,2026-05-02T10:37:04.996246Z,3757.62,idk_7d751491,low
evt_ffc1a5ab734a,compliance.submitted,cus_97373b5e,inv_54dae218,2026-05-02T11:37:04.809506Z,3713.02,idk_54a3780e,normal
evt_fec89514aa48,invoice.validated,cus_6946509d,inv_ee6a7fcd,2026-05-02T11:37:04.814542Z,4247.55,idk_afb1cc88,normal
evt_b8b1cfaef19a,compliance.failed,cus_f44f1851,inv_d8751d72,2026-05-02T11:37:04.835924Z,3157.07,idk_27a30d7b,low
evt_02bedf05a40a,invoice.created,cus_1ff3563e,inv_0011302f,2026-05-02T11:37:04.838544Z,900.71,idk_c1860988,normal
evt_ed94cf8e355b,compliance.failed,cus_269ef271,inv_31f28bd1,2026-05-02T11:37:04.886318Z,4007.64,idk_9270d13d,low
evt_ac929c36a0eb,invoice.rejected,cus_8221c5dc,inv_b48435fc,2026-05-02T11:37:04.903697Z,4760.71,idk_9aa3bbde,high
evt_5af01bc26c36,invoice.paid,cus_cfedd7dc,inv_1dc11702,2026-05-02T11:37:04.905248Z,4156.28,idk_0ee5b10f,normal
evt_9e3cc97ffec4,invoice.rejected,cus_a6d9cc67,inv_7a52071e,2026-05-02T11:37:04.929655Z,2298.96,idk_8ad39f3b,high
evt_225229743445,compliance.failed,cus_10654226,inv_8e35d33e,2026-05-02T11:37:04.931062Z,3157.63,idk_28445d03,normal
evt_e5027cd650d2,invoice.rejected,cus_d3fe2b6b,inv_801ff413,2026-05-02T11:37:04.938156Z,695.45,idk_0f5b627c,high
evt_b485ea978cc5,compliance.submitted,cus_3167e9e6,inv_5561b206,2026-05-02T11:37:04.974364Z,1003.78,idk_d3631cc0,low
evt_552f1df889d7,compliance.failed,cus_92c8c490,inv_424e6c1d,2026-05-02T11:37:04.981716Z,4874.78,idk_9729f00b,low
evt_956621d7dc8a,compliance.submitted,cus_d4060238,,2026-05-02T11:37:04.991145Z,2904.64,idk_e70dfd03,high
evt_f2cf43c5460b,invoice.validated,cus_92c8c490,inv_822302a4,2026-05-02T11:37:04.995061Z,715.77,idk_d58f5c40,high
evt_8df8e6b0c3a5,invoice.created,cus_1f464e97,,2026-05-02T11:37:04.999504Z,730.0,idk_de2288e1,normal
evt_e134df3e644d,invoice.paid,cus_6665d177,inv_ed598273,2026-05-02T11:37:05.010815Z,3274.3,idk_5ba82566,normal
evt_a0c62c662f54,invoice.rejected,cus_d3fe2b6b,inv_b69e23fb,2026-05-02T12:37:04.796419Z,2161.48,idk_57bb9c06,normal
evt_c41177f4fb21,invoice.rejected,cus_d17473b1,inv_dee9e271,2026-05-02T12:37:04.801159Z,3153.69,idk_e3a3830d,normal
evt_d35471073205,compliance.submitted,cus_0f1fb209,inv_18bc7c6e,2026-05-02T12:37:04.833878Z,1661.52,idk_3726d868,normal
evt_cb9389d777a3,invoice.validated,cus_05b86f88,inv_e88aa370,2026-05-02T12:37:04.840233Z,4947.6,idk_454c981c,high
evt_6eacbe093256,compliance.failed,cus_84a5055b,inv_59402312,2026-05-02T12:37:04.865532Z,492.61,idk_48dcbec2,normal
evt_fd85150a4daf,compliance.submitted,cus_10654226,inv_221e31fd,2026-05-02T12:37:04.865767Z,3814.36,idk_f650b5b8,low
evt_a6c8f11dbd67,compliance.submitted,cus_4ea36b7d,inv_e9c656e7,2026-05-02T12:37:04.879250Z,4170.76,idk_beb56987,normal
evt_cdc5dd071190,invoice.paid,cus_3167e9e6,inv_64012eb4,2026-05-02T12:37:04.883804Z,1828.39,idk_31ed3fc1,high
evt_f9de094e9846,invoice.paid,cus_946f7608,inv_dae53b9a,2026-05-02T12:37:04.885696Z,2993.22,idk_9161baac,high
evt_03b62f712c27,invoice.rejected,cus_57ae260e,,2026-05-02T12:37:04.892954Z,3028.47,idk_3f1a6370,low
evt_0d5fd30dab47,compliance.submitted,cus_73ecd3fb,inv_9ff82474,2026-05-02T12:37:04.916527Z,3128.96,idk_c6f5a569,low
evt_c7eeb58c77d9,compliance.failed,cus_ad61fe25,inv_c6a227de,2026-05-02T12:37:04.934821Z,624.16,idk_4736c4dc,high
evt_aa07c46a4142,invoice.validated,cus_b237ecf5,,2026-05-02T12:37:04.959047Z,3445.59,idk_ca329efc,low
evt_400d7d8396fb,invoice.rejected,cus_6665d177,,2026-05-02T12:37:04.966779Z,4077.0,idk_edfd0b03,normal
evt_be0219414270,invoice.paid,cus_97373b5e,inv_29881a59,2026-05-02T12:37:04.968096Z,2957.3,idk_0433fd78,low
evt_5e494c9c211a,invoice.created,cus_f3e2ecda,inv_98890158,2026-05-02T12:37:04.969049Z,4605.43,idk_fdf33c40,low
evt_aafa20d94c9a,compliance.failed,cus_02ced190,inv_aa6e7788,2026-05-02T13:37:04.808967Z,1317.48,idk_1745d264,normal
evt_709c54d2e239,invoice.paid,cus_c7c6e1e1,inv_c27a04a0,2026-05-02T13:37:04.814585Z,128.56,idk_9bd6e5d0,low
evt_6113181316e5,compliance.failed,cus_1067c55c,inv_69027c79,2026-05-02T13:37:04.828822Z,4558.53,idk_7f2a9aa7,normal
evt_e4f29054c6d5,invoice.created,cus_ba38df4d,inv_6413f093,2026-05-02T13:37:04.837820Z,1565.64,idk_dc295107,low
evt_6189163d5a0c,invoice.paid,cus_d7890521,inv_70e01083,2026-05-02T13:37:04.854987Z,2312.24,idk_3cae4194,normal
evt_1579c0fa7fd5,invoice.validated,cus_d5d2b1d5,inv_a1d43be8,2026-05-02T13:37:04.858044Z,4494.59,idk_14c690b5,low
evt_8a24c1f611ed,invoice.paid,cus_7c410cd8,inv_5f13cef6,2026-05-02T13:37:04.867181Z,1289.24,idk_8529003f,normal
evt_772dbe3f6fa5,compliance.failed,cus_3f6d5d76,inv_69621fb2,2026-05-02T13:37:04.892614Z,3857.49,idk_92918318,high
evt_6736d2100206,invoice.rejected,cus_e44e1d65,inv_d6b0d5d4,2026-05-02T13:37:04.918064Z,178.17,idk_efe252dc,low
evt_6677c9a84b1d,compliance.failed,cus_5b3410f0,,2026-05-02T13:37:04.928838Z,2556.87,idk_acbd707a,normal
evt_b10980736e57,invoice.paid,cus_e477ddc1,inv_12573cbf,2026-05-02T13:37:04.936443Z,810.42,idk_a5c1a032,low
evt_2b78bb853311,compliance.failed,cus_a10fb4ab,inv_286a0f36,2026-05-02T13:37:04.954414Z,1691.69,idk_5ca31876,normal
evt_6d3bcf20f2bf,invoice.validated,cus_5b3410f0,,2026-05-02T13:37:04.979094Z,1272.56,idk_9956be54,high
evt_24c9a28cb959,invoice.created,cus_ad61fe25,inv_ce4a0fe1,2026-05-02T13:37:05.002617Z,1218.35,idk_f5f5687d,normal
evt_9056ace36eae,invoice.created,cus_8193a7b3,inv_76a31b4e,2026-05-02T13:37:05.012928Z,1590.62,idk_d2241616,high
evt_5b6fd3395951,compliance.submitted,cus_3e1743b5,inv_57f9016e,2026-05-02T13:37:05.016721Z,992.1,idk_cc72e7da,normal
evt_a6e5bd2cb516,invoice.validated,cus_52b2dc3c,inv_1ec91ce4,2026-05-02T14:37:04.817579Z,3609.25,idk_b63d3b5d,normal
evt_33827d51c0b0,invoice.validated,cus_ba38df4d,,2026-05-02T14:37:04.868757Z,2831.87,idk_dea4df3c,high
evt_f5d3c08ab909,invoice.created,cus_a6d9cc67,,2026-05-02T14:37:04.870798Z,3987.49,idk_f9d36bc2,normal
evt_fd183fc647ea,invoice.paid,cus_9e134787,inv_09f264a8,2026-05-02T14:37:04.872152Z,1337.19,idk_d7b64ba5,high
evt_878952cdce3a,compliance.failed,cus_97373b5e,,2026-05-02T14:37:04.919577Z,3177.75,idk_2307f6f7,low
evt_dae687c8a8b8,invoice.created,cus_acd5ca57,,2026-05-02T14:37:04.927703Z,1488.71,idk_f159ddaa,normal
evt_a4b18fa3bb24,invoice.created,cus_e477ddc1,inv_36f98208,2026-05-02T14:37:04.937393Z,4920.65,idk_35067d1b,high
evt_7ed83d1fff09,compliance.failed,cus_a10fb4ab,inv_a8953d7d,2026-05-02T14:37:04.938831Z,4979.72,idk_194409b9,low
evt_e37eb27cc4df,compliance.submitted,cus_4914be43,inv_fbb52cd1,2026-05-02T14:37:04.959340Z,4170.21,idk_a0a530e9,high
evt_d222bdb3e7d0,invoice.validated,cus_47fddada,inv_74326eb4,2026-05-02T14:37:04.975387Z,3227.44,idk_ccb2a7fb,normal
evt_d4596123e262,invoice.paid,cus_701d4c45,,2026-05-02T14:37:04.988864Z,4152.42,idk_e8b77eee,high
evt_adb735163635,compliance.failed,cus_a10fb4ab,,2026-05-02T14:37:04.989708Z,1256.58,idk_1a4596bf,normal
evt_56462cdb6aba,compliance.submitted,cus_d17473b1,inv_d04292ce,2026-05-02T14:37:05.003705Z,3838.83,idk_f7862109,low
evt_9eebb6b5c618,invoice.paid,cus_05b86f88,inv_feeb9d41,2026-05-02T15:37:04.819314Z,929.62,idk_3e182785,low
evt_a8c0a4aba5ef,invoice.created,cus_89a7cb68,inv_aa389a6d,2026-05-02T15:37:04.831807Z,465.68,idk_f27eb2d2,low
evt_77fcd93ededf,invoice.paid,cus_05b86f88,inv_e6b46c60,2026-05-02T15:37:04.837665Z,3139.17,idk_94a0fa4a,high
evt_8c5d83fa6615,compliance.submitted,cus_b399d6ea,inv_1371b4b3,2026-05-02T15:37:04.843230Z,1235.11,idk_f2631589,normal
evt_9c6505438be1,invoice.rejected,cus_4f7d6cfe,,2026-05-02T15:37:04.947247Z,1236.72,idk_318bd474,low
evt_541a557a6b23,compliance.failed,cus_3e1743b5,inv_41280071,2026-05-02T15:37:04.956160Z,4012.44,idk_dbc97c0d,high
evt_5a67e3141663,invoice.rejected,cus_24f1af9e,,2026-05-02T15:37:04.963503Z,3975.24,idk_849164b8,high
evt_bc3a7e6f7051,invoice.paid,cus_f09eadbd,inv_e9bdd53e,2026-05-02T15:37:04.965864Z,3095.2,idk_778fb0f1,normal
evt_fea17623dc57,invoice.validated,cus_deb17d12,inv_3c681547,2026-05-02T15:37:04.975666Z,3475.87,idk_b541de1b,high
evt_0952a827450e,compliance.submitted,cus_89a7cb68,inv_9887c3e5,2026-05-02T15:37:04.982603Z,4358.99,idk_1d89026c,low
evt_620df48268bb,invoice.validated,cus_8a7da285,,2026-05-02T15:37:04.990945Z,1501.13,idk_79185612,high
evt_afcf8df72505,invoice.created,cus_77178f10,,2026-05-02T15:37:04.993283Z,3972.85,idk_d59e07fa,high
evt_b61bd5e8269d,invoice.created,cus_a10fb4ab,inv_142ed17f,2026-05-02T15:37:04.994897Z,1502.55,idk_555c190e,low
evt_c5663b731ee4,invoice.rejected,cus_52b2dc3c,inv_324fa0bb,2026-05-02T15:37:04.995204Z,2558.47,idk_81195ded,low
evt_abcff88fe526,invoice.paid,cus_f47ee72e,inv_4cdb2219,2026-05-02T15:37:05.006026Z,3601.1,idk_afcda4a3,normal
evt_05c8b8c7ab97,invoice.created,cus_deb17d12,inv_fd60075e,2026-05-02T16:37:04.792042Z,3254.78,idk_47f3cf43,normal
evt_1bc7e21bf823,invoice.created,cus_4ea36b7d,inv_5c82d5f4,2026-05-02T16:37:04.807582Z,1257.55,idk_bb04fda9,high
evt_e979a9b27966,invoice.paid,cus_c8d4182e,,2026-05-02T16:37:04.815981Z,2497.25,idk_7ea97f42,low
evt_7ba31dd63829,invoice.validated,cus_e477ddc1,,2026-05-02T16:37:04.868591Z,4052.97,idk_e402beac,high
evt_0fc92ff07879,invoice.created,cus_bc0ff9d8,inv_f56e8f15,2026-05-02T16:37:04.870361Z,2851.29,idk_0ea6251f,high
evt_4e6f801fbf24,compliance.failed,cus_cfedd7dc,,2026-05-02T16:37:04.914925Z,841.77,idk_2d88ef9c,normal
evt_b76399599419,compliance.failed,cus_37f90dd3,inv_46651f34,2026-05-02T16:37:04.956431Z,4343.33,idk_2759abe3,low
evt_05f32dbf853d,invoice.rejected,cus_8221c5dc,inv_8e27426d,2026-05-02T16:37:04.977318Z,2697.49,idk_e9e37b23,low
evt_e8aa1362acc2,invoice.rejected,cus_d8231f83,inv_9e983a3f,2026-05-02T16:37:04.987439Z,380.64,idk_f4988c04,normal
evt_a9f7ef311d91,invoice.rejected,cus_701d4c45,inv_f3ced05c,2026-05-02T16:37:04.991467Z,1665.02,idk_1893b0e1,low
evt_6ee68f7e6a24,invoice.rejected,cus_cfedd7dc,inv_476beb3c,2026-05-02T16:37:04.997282Z,3005.28,idk_b2632372,normal
evt_c37e7e809303,compliance.submitted,cus_20786a5a,,2026-05-02T17:37:04.802437Z,1380.44,idk_a46bdd3a,normal
evt_e6bda2c0c548,compliance.failed,cus_b5a76dc2,inv_1aef9bc5,2026-05-02T17:37:04.828925Z,719.65,idk_5d0e1c5f,low
evt_a3d6ecb29055,invoice.rejected,cus_57ae260e,,2026-05-02T17:37:04.829038Z,3057.41,idk_a6dac2e3,high
evt_acf677ed3a53,invoice.rejected,cus_0ebf6058,,2026-05-02T17:37:04.837723Z,723.1,idk_64133f27,high
evt_ae65ecd6dc09,invoice.validated,cus_c7c6e1e1,,2026-05-02T17:37:04.845233Z,713.34,idk_170f2301,low
evt_b9ac4856160f,invoice.paid,cus_d24900e9,,2026-05-02T17:37:04.896516Z,2545.02,idk_d0099a9f,low
evt_5b3103667652,invoice.paid,cus_d8231f83,inv_f15a1e8e,2026-05-02T17:37:04.907399Z,4881.8,idk_9f28f8f3,high
evt_b889f253a5d1,invoice.validated,cus_5a778589,inv_21da3291,2026-05-02T17:37:04.923845Z,4549.51,idk_ac61eb14,high
