event_id,delivery_state,failure_reason,safe_to_replay,recommended_action
evt_b45200cc4c89,expired,payload_too_large,False,reduce_payload_size
evt_d28b3de39b08,delivered,none,False,none
evt_4ecec213b225,delivered,none,False,none
evt_3c22e8af4bf1,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_c175bb4987e9,expired,payload_too_large,False,reduce_payload_size
evt_fc2569b3a38d,delivered,none,False,none
evt_fe95c118254b,delivered,none,False,none
evt_d2c774a7aa27,delivered,none,False,none
evt_7cb4a8d3a4e7,delivered,none,False,none
evt_4d44f93ef499,delivered,none,False,none
evt_5bc105fbd030,delivered,none,False,none
evt_9edf39d62d53,delivered,none,False,none
evt_123e7979d974,expired,payload_too_large,False,reduce_payload_size
evt_2b4cf056d09e,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_2e2dd8680ba8,delivered,none,False,none
evt_830a91556b1f,expired,payload_too_large,False,reduce_payload_size
evt_de8a64337f3e,delivered,none,False,none
evt_bf665dffbb26,expired,payload_too_large,False,reduce_payload_size
evt_725f37c2b31a,duplicate,duplicate_event,False,fix_retry_logic
evt_32805103d6b5,expired,payload_too_large,False,reduce_payload_size
evt_b887553897bf,expired,payload_too_large,False,reduce_payload_size
evt_57ea2d7dda32,delivered,none,False,none
evt_858442c474ae,expired,payload_too_large,False,reduce_payload_size
evt_49aba6a3d7ce,delivered,none,False,none
evt_61b336062233,delivered,none,False,none
evt_12a90143ee91,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_61b36b778c89,expired,payload_too_large,False,reduce_payload_size
evt_6c5422cca3f8,delivered,none,False,none
evt_75e6f3e2ea41,expired,payload_too_large,False,reduce_payload_size
evt_229d4b6bf924,delivered,none,False,none
evt_5ae8eb41935a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_b6d1fc209f46,delivered,none,False,none
evt_67dfe5824362,delivered,none,False,none
evt_d4df79c566b8,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_cbc67dd6d596,expired,malformed_response,True,investigate
evt_caeee040252d,delivered,none,False,none
evt_a744a1d765b6,delivered,none,False,none
evt_b5e4a7e6d67a,delivered,none,False,none
evt_1a1654160d15,delivered,none,False,none
evt_37deec002ab8,expired,timeout,True,investigate
evt_30eaa998e735,delivered,none,False,none
evt_1d690d30c252,expired,payload_too_large,False,reduce_payload_size
evt_7dfe388f22d6,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_5a94c00ab499,delivered,none,False,none
evt_760cd4fdb23f,expired,payload_too_large,False,reduce_payload_size
evt_314ceed5b925,expired,replay_without_fix,False,investigate
evt_81b962a07da4,delivered,none,False,none
evt_d9ba2e6f08e6,delivered,none,False,none
evt_60e44613c784,delivered,none,False,none
evt_390b463b621c,duplicate,duplicate_event,False,fix_retry_logic
evt_b06f571c2677,expired,payload_too_large,False,reduce_payload_size
evt_7e090b0ea60f,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_85567c92f5b4,expired,payload_too_large,False,reduce_payload_size
evt_256965c0fba1,delivered,none,False,none
evt_e01f92ee5734,delivered,none,False,none
evt_184fb350dfbd,delivered,none,False,none
evt_174f45cf8940,delivered,none,False,none
evt_e791b586296c,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_d2cd08de10b8,delivered,none,False,none
evt_123da07f1528,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_cb7599263e01,expired,payload_too_large,False,reduce_payload_size
evt_0c23312087e6,delivered,none,False,none
evt_68d5fb2ecbde,delivered,none,False,none
evt_7d074f4c7961,delivered,none,False,none
evt_88e75cde0237,delivered,none,False,none
evt_fa863fb61c69,expired,payload_too_large,False,reduce_payload_size
evt_24b8e6534feb,expired,payload_too_large,False,reduce_payload_size
evt_c45a27b33a63,delivered,none,False,none
evt_0fdcac20f404,delivered,none,False,none
evt_468038e02387,expired,customer_endpoint_down,True,wait_and_retry
evt_69aaab803be1,expired,payload_too_large,False,reduce_payload_size
evt_762c5efbeda3,expired,payload_too_large,False,reduce_payload_size
evt_11ca0e58cf91,expired,payload_too_large,False,reduce_payload_size
evt_f67afae13254,expired,payload_too_large,False,reduce_payload_size
evt_b3e92bec4698,delivered,none,False,none
evt_4e21a688025e,delivered,none,False,none
evt_28b507e2967c,delivered,none,False,none
evt_c17002398245,expired,timeout,True,investigate
evt_f7d4fcd569bb,delivered,none,False,none
evt_e03794d08f86,delivered,none,False,none
evt_1763d412b992,delivered,none,False,none
evt_088efe6c729b,expired,payload_too_large,False,reduce_payload_size
evt_e0074cb7acbf,delivered,none,False,none
evt_2e9c2b26680d,expired,payload_too_large,False,reduce_payload_size
evt_c5df21165da4,delivered,none,False,none
evt_85043caf0fa5,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_1aca28afe588,duplicate,duplicate_event,False,fix_retry_logic
evt_70fc544ef4a7,expired,payload_too_large,False,reduce_payload_size
evt_a47ebab7be22,expired,payload_too_large,False,reduce_payload_size
evt_d4e4ec1d19a4,expired,payload_too_large,False,reduce_payload_size
evt_d091a98f869c,expired,payload_too_large,False,reduce_payload_size
evt_48ee0bb17cbb,delivered,none,False,none
evt_78845577380f,delivered,none,False,none
evt_ebcffdf623d7,expired,payload_too_large,False,reduce_payload_size
evt_df15d72aa963,expired,customer_endpoint_down,True,wait_and_retry
evt_e0db3598d408,delivered,none,False,none
evt_41ee164b836d,expired,payload_too_large,False,reduce_payload_size
evt_396411464e59,duplicate,duplicate_event,False,fix_retry_logic
evt_5364e93504b0,expired,payload_too_large,False,reduce_payload_size
evt_1bab4a2743ca,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_0379ff9f95cb,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_1e8d4ae239fc,expired,malformed_response,True,investigate
evt_09c6fa8679b2,delivered,none,False,none
evt_4cc9a5e069ae,delivered,none,False,none
evt_2c9b7cd42fd2,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_64096288c904,expired,payload_too_large,False,reduce_payload_size
evt_9d37b5ac532a,expired,payload_too_large,False,reduce_payload_size
evt_d33b60b26b37,delivered,none,False,none
evt_79afbfd24dba,expired,malformed_response,True,investigate
evt_c6843b9a0b52,delivered,none,False,none
evt_70792d065a08,expired,payload_too_large,False,reduce_payload_size
evt_843fa8da6bae,expired,payload_too_large,False,reduce_payload_size
evt_6ba2a922ccf4,expired,payload_too_large,False,reduce_payload_size
evt_78bbf3036576,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_db9f704eb5a8,expired,payload_too_large,False,reduce_payload_size
evt_af493f44a752,expired,payload_too_large,False,reduce_payload_size
evt_73999fa77b62,expired,payload_too_large,False,reduce_payload_size
evt_b97da4032a7a,expired,payload_too_large,False,reduce_payload_size
evt_049d37bbf9f1,expired,payload_too_large,False,reduce_payload_size
evt_467f82bca450,delivered,none,False,none
evt_e1fa91622e27,expired,payload_too_large,False,reduce_payload_size
evt_d63600f6214a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_96841cd72eb1,expired,payload_too_large,False,reduce_payload_size
evt_1a0912e8adec,expired,payload_too_large,False,reduce_payload_size
evt_2e86564e672d,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_71cd025b45ba,delivered,none,False,none
evt_b4c1ea71d1e7,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_27a15ace6a0a,expired,payload_too_large,False,reduce_payload_size
evt_8fbe031e111b,expired,customer_endpoint_down,True,wait_and_retry
evt_9192c1928487,expired,payload_too_large,False,reduce_payload_size
evt_bef841bebe0a,expired,customer_endpoint_down,True,wait_and_retry
evt_6707370b7b62,expired,payload_too_large,False,reduce_payload_size
evt_d6e7b1a94335,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4ead6105d125,delivered,none,False,none
evt_522e2fea218f,delivered,none,False,none
evt_30ad88d2de2d,delivered,none,False,none
evt_2f1a11bd1177,delivered,none,False,none
evt_ca31d14a4d65,delivered,none,False,none
evt_57b032f8da6f,expired,replay_without_fix,False,investigate
evt_96829c39a719,delivered,none,False,none
evt_3f1315ca196a,delivered,none,False,none
evt_83fe4c396d62,expired,payload_too_large,False,reduce_payload_size
evt_718aac563c5f,expired,payload_too_large,False,reduce_payload_size
evt_d44489c4d12e,expired,payload_too_large,False,reduce_payload_size
evt_58ba1d233788,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_6e11899404dc,delivered,none,False,none
evt_018f3c9f4f48,expired,malformed_response,True,investigate
evt_247b3b19d234,delivered,none,False,none
evt_bb3259c0369a,delivered,none,False,none
evt_0a2f9d011211,expired,payload_too_large,False,reduce_payload_size
evt_dab0764d518c,delivered,none,False,none
evt_ee7a050b0ebd,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_fc321b651909,expired,payload_too_large,False,reduce_payload_size
evt_1a48c9da0f17,expired,payload_too_large,False,reduce_payload_size
evt_cc38d6f72163,expired,payload_too_large,False,reduce_payload_size
evt_a40f90eab251,delivered,none,False,none
evt_5a21e2ff2373,expired,payload_too_large,False,reduce_payload_size
evt_04198cdde05b,delivered,none,False,none
evt_ad4089de8133,duplicate,duplicate_event,False,fix_retry_logic
evt_5536ab2c044d,expired,payload_too_large,False,reduce_payload_size
evt_570f00ce6988,expired,payload_too_large,False,reduce_payload_size
evt_00089fb969ca,expired,payload_too_large,False,reduce_payload_size
evt_6f693821bf2f,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_f5077b6b9659,delivered,none,False,none
evt_b7b819361762,expired,payload_too_large,False,reduce_payload_size
evt_91a34985a3f8,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_6ba4e5b2922c,expired,payload_too_large,False,reduce_payload_size
evt_8693d24ea25c,expired,payload_too_large,False,reduce_payload_size
evt_d4cf92e28146,expired,malformed_response,True,investigate
evt_7a508efa384d,expired,payload_too_large,False,reduce_payload_size
evt_d2bdf231d8da,expired,payload_too_large,False,reduce_payload_size
evt_cf1ac46cd804,expired,payload_too_large,False,reduce_payload_size
evt_23b3f5de9f3b,expired,payload_too_large,False,reduce_payload_size
evt_cec6a5472de5,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4884d2c9a27a,expired,payload_too_large,False,reduce_payload_size
evt_bebe6e2d807c,delivered,none,False,none
evt_85f23101b6ee,delivered,none,False,none
evt_6b5a16449bbe,delivered,none,False,none
evt_6c7b092f05e8,delivered,none,False,none
evt_d95d2e0b2baf,expired,payload_too_large,False,reduce_payload_size
evt_2ce0b3935724,expired,payload_too_large,False,reduce_payload_size
evt_957f7919e8e3,delivered,none,False,none
evt_b60062914455,expired,timeout,True,investigate
evt_365f170641e5,delivered,none,False,none
evt_a95fe3b59ec6,delivered,none,False,none
evt_5664d9bb1d94,expired,payload_too_large,False,reduce_payload_size
evt_d644cf952bbd,expired,payload_too_large,False,reduce_payload_size
evt_2b836c72dd4e,expired,payload_too_large,False,reduce_payload_size
evt_15b285e2c305,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_b9a26e5401fa,expired,payload_too_large,False,reduce_payload_size
evt_eeff72c34829,expired,payload_too_large,False,reduce_payload_size
evt_1c3d00e7bf77,delivered,none,False,none
evt_b01427cb3121,delivered,none,False,none
evt_f3b4f4b3aa6f,duplicate,duplicate_event,False,fix_retry_logic
evt_60c19bd0f340,delivered,none,False,none
evt_8fb03fd2a625,expired,rate_limited,True,apply_exponential_backoff
evt_b60431955055,delivered,none,False,none
evt_31a7974b1dd8,delivered,none,False,none
evt_92fab5ef6cae,delivered,none,False,none
evt_5f76f3749db5,expired,payload_too_large,False,reduce_payload_size
evt_ddd5a7cc9f15,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_f9115b831a13,delivered,none,False,none
evt_3323d5479296,delivered,none,False,none
evt_9749909fbf06,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_55e68a6ec390,expired,payload_too_large,False,reduce_payload_size
evt_55d78e1d3b55,delivered,none,False,none
evt_3f2fa09c8b52,expired,payload_too_large,False,reduce_payload_size
evt_4c7c05bccc8c,expired,rate_limited,True,apply_exponential_backoff
evt_ff9212a1812a,expired,payload_too_large,False,reduce_payload_size
evt_b280c3ad4b5f,delivered,none,False,none
evt_ae3a5ce3bc47,expired,payload_too_large,False,reduce_payload_size
evt_3f0474d92fe9,delivered,none,False,none
evt_5486cabc1e03,delivered,none,False,none
evt_39bf9c7f4622,expired,payload_too_large,False,reduce_payload_size
evt_78fd968df70b,expired,payload_too_large,False,reduce_payload_size
evt_81d32e471a21,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_df9e4d64ae5b,expired,payload_too_large,False,reduce_payload_size
evt_b77bf6d38d3e,delivered,none,False,none
evt_a7b9734ebafc,delivered,none,False,none
evt_48bd36a74e6c,expired,payload_too_large,False,reduce_payload_size
evt_26cba0ff6c91,expired,payload_too_large,False,reduce_payload_size
evt_bd9527fc03fe,delivered,none,False,none
evt_94755255cd6b,expired,malformed_response,True,investigate
evt_cf0c6e4d53d1,delivered,none,False,none
evt_f7d6922e68b3,expired,payload_too_large,False,reduce_payload_size
evt_7e8aed18d14f,expired,malformed_response,True,investigate
evt_08d26ad63cb7,expired,payload_too_large,False,reduce_payload_size
evt_306b7c66043a,delivered,none,False,none
evt_c5614a589e1d,delivered,none,False,none
evt_431b9e7e5aee,delivered,none,False,none
evt_2211973c97e7,delivered,none,False,none
evt_8cc1ab3dfe9e,delivered,none,False,none
evt_7335f2db51c4,delivered,none,False,none
evt_cc02944f533f,delivered,none,False,none
evt_635124b60ce5,expired,payload_too_large,False,reduce_payload_size
evt_99833e04f37d,expired,payload_too_large,False,reduce_payload_size
evt_703889d238b0,delivered,none,False,none
evt_962005e0b7bc,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_eee5aa2a6d6e,delivered,none,False,none
evt_1f0b29db6a82,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_ef791aa35f78,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_dd6d9fbcfc25,expired,payload_too_large,False,reduce_payload_size
evt_0c7393a64b11,delivered,none,False,none
evt_e17bdebc9b28,delivered,none,False,none
evt_c33e883901a7,delivered,none,False,none
evt_9faaf6954b30,expired,payload_too_large,False,reduce_payload_size
evt_f959af132570,delivered,none,False,none
evt_4ed34af91b55,delivered,none,False,none
evt_9ef16cc78e11,expired,payload_too_large,False,reduce_payload_size
evt_c29fda69f788,expired,payload_too_large,False,reduce_payload_size
evt_d12ddc0596cf,expired,timeout,True,investigate
evt_e325559d6ff3,expired,payload_too_large,False,reduce_payload_size
evt_5020f2d1061b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_b0f06145f812,delivered,none,False,none
evt_e814751850f3,delivered,none,False,none
evt_8db763ef380b,delivered,none,False,none
evt_4351e674a055,expired,payload_too_large,False,reduce_payload_size
evt_a7430f8d4e87,expired,payload_too_large,False,reduce_payload_size
evt_4824b8d4e844,delivered,none,False,none
evt_b4eac8ed6ed7,expired,payload_too_large,False,reduce_payload_size
evt_a945e65bfb72,expired,payload_too_large,False,reduce_payload_size
evt_aa571e39975a,recovered,none,False,none
evt_be134ceade23,expired,payload_too_large,False,reduce_payload_size
evt_6bf7659fb96a,expired,payload_too_large,False,reduce_payload_size
evt_f82d26a43a7d,expired,payload_too_large,False,reduce_payload_size
evt_55f3feae5973,expired,payload_too_large,False,reduce_payload_size
evt_a054778448f1,expired,payload_too_large,False,reduce_payload_size
evt_c0c570278880,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_503215da8081,expired,payload_too_large,False,reduce_payload_size
evt_64b5a7095aa3,expired,payload_too_large,False,reduce_payload_size
evt_642dbdcbe438,expired,payload_too_large,False,reduce_payload_size
evt_c9902af3c1ac,expired,payload_too_large,False,reduce_payload_size
evt_f0f3269c4fa9,delivered,none,False,none
evt_5729f009ba25,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_60867e639deb,delivered,none,False,none
evt_68acb0deb20f,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_fe5c333b75fd,delivered,none,False,none
evt_bb11ac5dddb5,delivered,none,False,none
evt_d7308b2c2e3b,expired,payload_too_large,False,reduce_payload_size
evt_537a7a47ee9a,expired,payload_too_large,False,reduce_payload_size
evt_5887c0c8a035,expired,payload_too_large,False,reduce_payload_size
evt_b9000f9d077c,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_0c01b933fb81,delivered,none,False,none
evt_485c085fb7c1,expired,payload_too_large,False,reduce_payload_size
evt_08f8a3dde7c6,delivered,none,False,none
evt_d1d073fbf5bc,delivered,none,False,none
evt_ddcd9265b18a,expired,payload_too_large,False,reduce_payload_size
evt_5ed6d913934e,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_3f98fbdb62d8,expired,malformed_response,True,investigate
evt_13b6817bc8d2,expired,payload_too_large,False,reduce_payload_size
evt_be494c9c4b8d,delivered,none,False,none
evt_efb4c36b66f1,expired,payload_too_large,False,reduce_payload_size
evt_a6b0b943e988,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_cb397c7a5ca9,expired,payload_too_large,False,reduce_payload_size
evt_d989a4c2c24f,delivered,none,False,none
evt_a09cbdc9cd51,delivered,none,False,none
evt_ee3234245bcf,delivered,none,False,none
evt_b0136a1c6d62,delivered,none,False,none
evt_aed539e831f9,delivered,none,False,none
evt_74fbf48f9e8e,expired,payload_too_large,False,reduce_payload_size
evt_e98f4a7e774b,expired,payload_too_large,False,reduce_payload_size
evt_4f5dc2fda1e4,expired,payload_too_large,False,reduce_payload_size
evt_f72633e73abd,delivered,none,False,none
evt_b662af83a3d3,delivered,none,False,none
evt_5927d2cedc70,delivered,none,False,none
evt_ef49bc68f8dc,expired,payload_too_large,False,reduce_payload_size
evt_b3e35f7e166f,delivered,none,False,none
evt_14a230f2a51c,delivered,none,False,none
evt_cabda1a1a1f3,delivered,none,False,none
evt_72a3028c6f33,duplicate,duplicate_event,False,fix_retry_logic
evt_82f36c5cd8a1,delivered,none,False,none
evt_9926aa09a6a7,expired,malformed_response,True,investigate
evt_b19689ddd5d5,delivered,none,False,none
evt_c75aa097a563,expired,payload_too_large,False,reduce_payload_size
evt_4bafe313b7e7,duplicate,duplicate_event,False,fix_retry_logic
evt_5f4da264d57e,expired,replay_without_fix,False,investigate
evt_691d870072bf,delivered,none,False,none
evt_da7b68936253,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_d51b577bd2e2,delivered,none,False,none
evt_45967fd1c3cf,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_0d78dc8f9349,expired,replay_without_fix,False,investigate
evt_d72373046cfe,delivered,none,False,none
evt_1aadac59a810,delivered,none,False,none
evt_739eaa58532a,expired,payload_too_large,False,reduce_payload_size
evt_9d27a306da18,expired,payload_too_large,False,reduce_payload_size
evt_a69385efd0f2,expired,payload_too_large,False,reduce_payload_size
evt_527d769c648b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_27962e9513e7,expired,payload_too_large,False,reduce_payload_size
evt_5063452d34de,delivered,none,False,none
evt_db7dff97a49f,expired,payload_too_large,False,reduce_payload_size
evt_571d1de4fbb3,delivered,none,False,none
evt_7a6be28a7d68,expired,rate_limited,True,apply_exponential_backoff
evt_8697099a58ef,expired,customer_endpoint_down,True,wait_and_retry
evt_1b5b677b7d51,expired,payload_too_large,False,reduce_payload_size
evt_8869587eea0a,expired,rate_limited,True,apply_exponential_backoff
evt_eec9147b27df,expired,payload_too_large,False,reduce_payload_size
evt_e760227798b8,expired,invalid_signature,True,verify_signature_config
evt_e5a5a6a18c71,expired,payload_too_large,False,reduce_payload_size
evt_65c2fa79d7fb,delivered,none,False,none
evt_8063552f027e,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_7b3d660990b6,delivered,none,False,none
evt_deae939141d9,delivered,none,False,none
evt_99e354aa9606,delivered,none,False,none
evt_0d7d8051ca5f,delivered,none,False,none
evt_ff37aff9c749,delivered,none,False,none
evt_8ac3ffebfe89,delivered,none,False,none
evt_137c7032ef11,expired,payload_too_large,False,reduce_payload_size
evt_6491c389f74b,delivered,none,False,none
evt_56b8acc1a963,delivered,none,False,none
evt_fd5781629de9,delivered,none,False,none
evt_5cfe3493b498,expired,payload_too_large,False,reduce_payload_size
evt_3991eb63dc92,recovered,none,False,none
evt_fbf3acbc300e,delivered,none,False,none
evt_8feb6b34e1cf,delivered,none,False,none
evt_9c25b77191e1,expired,payload_too_large,False,reduce_payload_size
evt_f5549f0a9244,delivered,none,False,none
evt_6eb2680800e2,delivered,none,False,none
evt_981171f5e3f3,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_ecdcb0c0044a,expired,payload_too_large,False,reduce_payload_size
evt_4fb048ad92a9,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_fc856e51dde6,expired,payload_too_large,False,reduce_payload_size
evt_cfbc7b2d696d,expired,payload_too_large,False,reduce_payload_size
evt_90aafc2ba465,expired,payload_too_large,False,reduce_payload_size
evt_7cf7cbe18579,expired,payload_too_large,False,reduce_payload_size
evt_e9b537ceac20,delivered,none,False,none
evt_bf93b958b45a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_b12823819eee,delivered,none,False,none
evt_a77f49e38364,delivered,none,False,none
evt_e766af07132f,expired,payload_too_large,False,reduce_payload_size
evt_88da8c59797d,expired,payload_too_large,False,reduce_payload_size
evt_9070cbc16de3,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_0aa64a66c306,expired,payload_too_large,False,reduce_payload_size
evt_ebc04888b15e,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_42b8565f4627,duplicate,duplicate_event,False,fix_retry_logic
evt_c3f4f7ee3b09,delivered,none,False,none
evt_8f5b50f6f9c0,delivered,none,False,none
evt_a033fdc97cd7,duplicate,duplicate_event,False,fix_retry_logic
evt_7f07d8573824,expired,payload_too_large,False,reduce_payload_size
evt_d121ea41769e,expired,payload_too_large,False,reduce_payload_size
evt_9abc1438300f,delivered,none,False,none
evt_194e8fea2411,expired,payload_too_large,False,reduce_payload_size
evt_df142550b932,duplicate,duplicate_event,False,fix_retry_logic
evt_d125db9554eb,delivered,none,False,none
evt_e6bdae8c682e,expired,payload_too_large,False,reduce_payload_size
evt_5fda2ffd2d21,delivered,none,False,none
evt_902457550972,delivered,none,False,none
evt_f5ee6367571e,expired,payload_too_large,False,reduce_payload_size
evt_a06f04ca813a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_23ecccecc67a,expired,payload_too_large,False,reduce_payload_size
evt_6d3dd777b6dc,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_521832757a88,expired,payload_too_large,False,reduce_payload_size
evt_45cffd18ffbe,expired,payload_too_large,False,reduce_payload_size
evt_820d5217723b,delivered,none,False,none
evt_86156292244e,expired,payload_too_large,False,reduce_payload_size
evt_fd15c9071f56,delivered,none,False,none
evt_1222b32b4298,expired,payload_too_large,False,reduce_payload_size
evt_3755659aa838,expired,payload_too_large,False,reduce_payload_size
evt_3c1755e6c8c9,expired,payload_too_large,False,reduce_payload_size
evt_abf52c6a64f8,expired,payload_too_large,False,reduce_payload_size
evt_3ae718f160af,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_dc2f4d3ab110,delivered,none,False,none
evt_bfe6450612e4,expired,payload_too_large,False,reduce_payload_size
evt_09a11a05fad6,duplicate,duplicate_event,False,fix_retry_logic
evt_fb8175ebec98,delivered,none,False,none
evt_dcbc72fa7d64,expired,payload_too_large,False,reduce_payload_size
evt_0a73885c082d,expired,payload_too_large,False,reduce_payload_size
evt_ef9229edc2df,delivered,none,False,none
evt_f497a7a484b2,expired,payload_too_large,False,reduce_payload_size
evt_eefacad91717,duplicate,duplicate_event,False,fix_retry_logic
evt_9a638a85d8a6,expired,payload_too_large,False,reduce_payload_size
evt_0a6feb27bdd2,delivered,none,False,none
evt_c9355ea12d93,delivered,none,False,none
evt_8ff605021e87,delivered,none,False,none
evt_981fd0a9b25e,delivered,none,False,none
evt_65c48b4d8f59,expired,payload_too_large,False,reduce_payload_size
evt_7ba8ed130bb2,expired,payload_too_large,False,reduce_payload_size
evt_bfbb13ba72c6,delivered,none,False,none
evt_84ab6a9503f0,duplicate,duplicate_event,False,fix_retry_logic
evt_3ba3b56f01b4,delivered,none,False,none
evt_20bdd1c7b245,delivered,none,False,none
evt_30c8d7fefc1d,delivered,none,False,none
evt_58c5dcb00e1d,delivered,none,False,none
evt_a3b4e92e984a,delivered,none,False,none
evt_2689d67be515,delivered,none,False,none
evt_617c0301304f,delivered,none,False,none
evt_82f26cc99466,expired,payload_too_large,False,reduce_payload_size
evt_c0f52c106f67,delivered,none,False,none
evt_bbeb0b3a5367,delivered,none,False,none
evt_fa0806110711,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_31c671b5c8e3,delivered,none,False,none
evt_7539a78b99f3,expired,payload_too_large,False,reduce_payload_size
evt_28cae82bb86b,delivered,none,False,none
evt_32d7391c8f41,expired,payload_too_large,False,reduce_payload_size
evt_b0043e094a1a,delivered,none,False,none
evt_d55d522dfc73,expired,payload_too_large,False,reduce_payload_size
evt_9d2351d3d63d,expired,payload_too_large,False,reduce_payload_size
evt_abdbdb539be2,expired,payload_too_large,False,reduce_payload_size
evt_cb188f2c94ee,expired,payload_too_large,False,reduce_payload_size
evt_291525d445d4,expired,payload_too_large,False,reduce_payload_size
evt_3af8b24bce0f,expired,invalid_signature,True,verify_signature_config
evt_6d8f9ffb554a,expired,malformed_response,True,investigate
evt_862f6b56863e,delivered,none,False,none
evt_a456c2c51dd3,delivered,none,False,none
evt_eb92cf48170b,delivered,none,False,none
evt_77b9a217d100,delivered,none,False,none
evt_a54fdc62ea06,expired,payload_too_large,False,reduce_payload_size
evt_9435eee18eb8,delivered,none,False,none
evt_73710a121c7d,delivered,none,False,none
evt_207e3704c73f,expired,malformed_response,True,investigate
evt_39211ae0d41c,delivered,none,False,none
evt_2204ee863ab6,delivered,none,False,none
evt_fbaaba288efc,duplicate,duplicate_event,False,fix_retry_logic
evt_c6b131df3f50,delivered,none,False,none
evt_27ca7f991f9b,delivered,none,False,none
evt_cd90f1807aa7,duplicate,duplicate_event,False,fix_retry_logic
evt_7cadc97e8da6,delivered,none,False,none
evt_335bc39faffe,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_ff272aa39f8c,expired,payload_too_large,False,reduce_payload_size
evt_8e2d3d72c834,delivered,none,False,none
evt_494a772ea22f,expired,payload_too_large,False,reduce_payload_size
evt_41f29f337dd3,delivered,none,False,none
evt_d725b0443454,delivered,none,False,none
evt_7a57b08cae91,expired,payload_too_large,False,reduce_payload_size
evt_c6e8c730aacb,expired,payload_too_large,False,reduce_payload_size
evt_61e0d98bfddf,expired,payload_too_large,False,reduce_payload_size
evt_285c6b435167,expired,malformed_response,True,investigate
evt_0e93e688524c,expired,payload_too_large,False,reduce_payload_size
evt_b7a47fc72240,delivered,none,False,none
evt_3c5ef0dfaa50,delivered,none,False,none
evt_849ec1aef333,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_c06ebf001bda,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_9833937fe0bf,delivered,none,False,none
evt_75927f666e6b,delivered,none,False,none
evt_6fcd390895b3,expired,payload_too_large,False,reduce_payload_size
evt_065e807b293e,delivered,none,False,none
evt_a677a823e72a,delivered,none,False,none
evt_e1be7cb2bd5d,delivered,none,False,none
evt_36bf08df12c0,expired,payload_too_large,False,reduce_payload_size
evt_91dd4b61f09f,expired,malformed_response,True,investigate
